,headline,is_sarcastic
4666,10 biggest myths about being an escort,0
43890,'greatest story ever told' has gimmicky deus ex machina ending,1
48807,marvel hints at upcoming death of stan lee,1
16006,13 ghastly money mistakes that could come back to haunt you,0
37180,sony hack reveals maureen dowd showed sony exec's husband column before publication,0
6721,flu can't wait to get the fuck out of area man's body,1
28366,"this great song, bar sources report",1
31137,fda cancels bacon recall after finding u.s. population already ate it all,1
43961,misbuttoned coat makes perfectly sane woman look like raving lunatic,1
33519,all the 'sleepy hollow' season 2 intel you can handle,0
15674,weird man begins every morning by dousing his naked body in water,1
29142,karen pence returns to work as part-time nude art model,1
5870,this underwater technology harnesses ocean waves to make renewable energy,0
42728,we reached out to other clients of louis c.k.'s manager and got radio silence,0
8385,wedding dj finally gets the chance to listen to some black eyed peas on his own time,1
3794,france to ban cell phones in lower grades,0
16878,are we really sure we want a president pence?,0
39519,emotional elon musk recalls spending entire birthday working on concepts for mistreating employees,1
39862,new diet surge targets overweight snowboarders,1
48479,jeff goldblum says he was almost the voice of apple,0
6699,a visual history of 'the nutcracker' in 100 photos,0
46390,deadly midair collision reported in maryland,0
16949,student fills in new essay portion of sat with all c's,1
32104,spouse criticism may worsen chronic low back pain,0
3924,porn actress very nearly appears to enjoy ejaculation in face,1
13717,obese man impaled in wicker-chair disaster,1
10521,"5 strange 'simpsons' things you haven't seen, even after 30 years",0
4490,could gucci's clueless co-opting of queercore inspire new resistance?,0
4788,"bush urges senate to give alito fair, quick, unanimous confirmation",1
46641,son's black market value checked online,1
10225,"next supreme court term will be 'more important than any in the last 50 years,' court watcher says",0
25241,my kids eat chicken nuggets (and other parenting atrocities),0
41997,"professor sees parallels between things, other things",1
21060,disgruntled bandmates worried rivers cuomo's wife becoming the fifth weezer,1
30847,8 ways fitness changed my life,0
27993,orlando foundation releases preview art of interim pulse memorial,0
11863,turns out running doesn't wreck your knees after all,0
23818,9 lovely thoughts that will brighten your day,0
4621,text history with mom a succinct chronology of relatives' hospital visits,1
34444,texas moves to block medicaid funding for planned parenthood,0
44872,meghan markle confirms her dad won't attend the royal wedding,0
28083,lanthanum quits periodic table of elements,1
32170,creationism banned from uk schools,0
1654,10-year-old first responders rush to bike crash scene to check out tyler's fucked-up leg,1
46747,"bed bug feels bad for area man, but a bug's got to eat",1
21759,"loss of cat child's first real experience with death, killing",1
20565,to my meant-to-bes: a letter to my failed ivf embryos,0
3547,nfl pregame ceremony honors retired 52-year-old cornerback as oldest living former player,1
13210,longtime heckler just kind of fell into heckling,1
31440,pantomimed lasso motion fails to pull woman across dance floor,1
53387,"in u.s. visit, theresa may calls on trump to stand united",0
48342,"radicals, extremists vie for control of iran",1
3507,are made-from-scratch ice cream shops on the rise? we hope so,0
18308,mike pence won't explain donald trump's stance on deportations,0
25279,the united states and britain must claim part-ownership of yemeni strife,0
51780,security guards chase naked usa fan around white house,1
13465,an eerie series that examines whether we ever truly die on the internet,0
6393,"cnn headline news reporter unafraid to face the cold, hard factoids",1
9992,donald trump tweets cryptic response to twitter account deletion,0
26555,trump's new medicaid rules aren't about empowering people. they're about punishing the poor.,0
12578,target of future drone attack urges american intervention in syria,1
7868,trump's east european achilles heel,0
53225,stressed lab rat breaking out in human ears,1
40171,soybean pissed after learning trade war means trip to china canceled,1
48494,rod stewart mistaken for elderly aunt,1
41226,how to navigate high school as an out transgender student,0
47521,rust belt town protests construction of new truck stop that would obstruct views of state penitentiary,1
37974,giant hole swallowing up your house added to list of things to worry about,1
34938,cia awkwardly debriefs obama on creation of crack cocaine,1
42755,macy's concludes thanksgiving day parade with traditional procession of santa's coffin,1
1883,hillary clinton wins endorsement from united food and commercial workers union,0
20437,early apple computer sells for almost $1 million at auction,0
33648,giving presence this holiday season,0
4670,dysfunctional family brought together by liquor,1
12576,david geist opens up about events that brought him closer to the 'flame',0
32717,fema frantically prepares apology for screwing up hurricane florence response,1
28386,"million robot march attended by exactly 1,000,000 robots",1
53648,"after the march for science, it's time to get political",0
2747,long-shot push to force senate to confirm merrick garland fails in federal court,0
26832,rnc leader to trump: tone it down!,0
54965,report: 17 new species of bacteria found every day in world's rainforest cafés,1
370,arkansas executes first inmate in 12 years,0
35347,"dear dads, thank you for who you are",0
34441,area film buff wondering what pauline kael would say about cookie's fortune,1
50290,fan prefers tarantino's early work when he was shelving movies all day at video store,1
44192,nun with a chainsaw clears hurricane irma debris like a pro,0
15684,"ukraine says missile tests will avoid crimea, mollifying russia",0
16858,report: majority of americans now answering to name 'lardface',1
40118,stan van gundy calls himself out for his past use of term 'posse',0
22651,a giant list of epic destinations for anyone who lives to travel,0
55272,safeguarding america's health system from sabotage,0
33631,3 toddlers dredged from chuck e. cheese ball pit,1
15406,"man just wants to come home, hear lindsay lohan made fun of, get some sleep",1
54338,30 ways to offend your toddler,0
35981,new restaurant specializes in trendy japanese-japanese fusion cuisine,1
54162,toaster's crumb tray full of sprinkles,1
32610,missed connections at a trump rally,0
14065,"area 5-year-old telling, area 5-year-old telling",1
51363,smoke rings delighting newborn,1
36065,"'you are not your job,' obama reminds himself throughout shower",1
18145,navy frogmen recover clinton's head,1
34486,6 stunning rooms that prove tile deserves to be so much more than a backsplash,0
36521,poll: religion is the answer to today's problems,0
41261,the nuisance of nuance: one president's doubling down on the dumbing down of american politics,0
50047,man with dream to open liquor store achieves dream,1
21740,joe biden: being vice president is 'a bitch',0
20623,defense department holds bake sale to buy bomber,1
9895,american dental association recommends making your gums hurt really bad once a day,1
7949,area man looking for whatever the hell is beeping,1
44989,little debbie conquers jenny craig in midnight showdown,1
13949,new study finds humans shouldn't spend more than 5 consecutive hours together,1
41431,i helped immigrant artists get visas. and the process is a bureaucratic mess.,0
44270,bar bet becomes increasingly complex,1
1530,surgeon general recommends twisting head far enough until you hear little pop,1
27895,landlord promises to figure out why leaky ceiling not his fault,1
34594,donald trump voted least desirable neighbor of the year,0
30741,"teary-eyed student loan officers proudly watch as $200,000 asset graduates from college",1
39513,pope francis sneaks leftovers to false god moloch at back door of st. peter's basilica,1
50084,"boris johnson is a liar with his 'back to the wall,'  says france's foreign minister",0
26035,post-rachel: what rachel dolezal taught us about race,0
14155,'game of thrones' star maisie williams claps back at sexist headline,0
11047,the importance of partnerships: why business and higher ed need each other,0
38660,world leaders hope singapore summit will lead to north korea becoming normal impoverished country they don't have to think about,1
10427,wellesley college removes phrase 'hot all-girl action' from school brochure,1
30388,now you can pay $19.99 for a big handful of dead leaves,0
27710,"puzzled nation can remember name ferguson, but not sure from where",1
17723,entire nation pitches in to save yosemite,1
51539,"third desperate, unsolicited email to tenuous business contact should do the trick",1
28244,rand paul: hillary clinton is a 'war hawk',0
18178,'this was the xfl': examining television's greatest sports flop ever,0
43289,why america needs its national parks more than ever,0
44011,libraries burning: from sarajevo to mosul,0
28557,that show about the lady sheriff finally released on dvd,1
45475,stop everything: lady gaga is coming to 'rupaul's drag race',0
21763,"comey: 'what can i say, i'm just a catty bitch from new jersey and i live for drama'",1
15907,contrarian amazon user completely upends critical consensus on microfiber towels,1
16762,"olympic skier stares down icy, forbidding slope of rest of life",1
54336,bleary-eyed coworker up all night generating more work for you,1
4054,"world shocked by possible link between olympics, big money",1
12919,kalamazoo shooting suspect switched cars amid rampage,0
25266,i cannot take gabrielle union's op-ed on nate parker lightly,0
14748,why were so many beloved christmas songs written by jewish musicians?,0
45740,most incompetent coworker once again shines at office halloween party,1
48813,taylor swift calls out celebrity culture,0
15859,hundreds of people who will die before christmas really excited for holiday season,1
20593,"passengers feel sorry for flustered toddler traveling with loud, obnoxious parents",1
11453,pittsburgh penguins defeat san jose sharks 3-1 to claim the stanley cup,0
22080,area man wins conversation,1
17143,all u.s. males renamed dudley,1
26927,congressman lets his guitar do the talking,1
21529,25 halloween costumes for men with beards,0
27685,l.a. adds lanes for cyclists to recover from getting hit by cars,1
37820,afi docs fest wraps up,0
50067,golden retriever mauls 5 in huge victory for pitbull apologists,1
52397,china on track to develop indian railways as xi heads to south asia,0
16339,less than half of the money pledged to fight ebola reached affected countries,0
50616,photos of ''star wars' in real life will put you over the moon,0
198,"that one mcdonald's plate from the '70s: holy shit, there it is",1
51891,"wisconsin legislature weakens incoming democratic governor by restricting his access to food, water, shelter",1
19876,the damaging belief that's keeping you from finding calm,0
38776,senate bill 720: making it a crime to support palestinian human rights,0
2509,jefferson starship memorial reopens on national mall,1
50955,nation's uncles enter last stage of prep for thursday's thanksgiving debates,1
27778,scott used to stop breathing nearly 40 times an hour. this device changed his life,0
35289,virginia schools close after uproar over arabic calligraphy lesson,0
10820,owner of independent comic book store in ohio not quite sure how he's still in business,1
11912,the end of the road,0
47824,'quantico' star's ode to fried chicken will brighten your day,0
18854,female friend group fails in one duty of providing good gynecologist recommendation,1
26371,report: algerian militant killed in u.s. strike targeting al qaeda operatives in libya,0
24280,new report finds voters have no idea how outraged they supposed to be about anything anymore,1
551,what has becoming a parent done to me?,0
52165,romney: 'we should never apologize for american values or japanese internment camps',1
35738,"women in business q&a: paula kavolius, founder and president, house of possibilities",0
36194,like boxes of shit in your house? get a cat,1
52268,lupe fiasco explains why the concept of white supremacy is false,0
44851,"following death of adam yauch, grieving china frees tibet",1
51150,parents of crying child must not be any good,1
27527,local woman considers telling gynecologist whole truth,1
54266,it's another ho-ho-horowitz christmas!,0
5432,man realizes he has no interests,1
23873,amazon is starting black friday sales a full week early,0
24699,an uber for cuba?,0
33177,a rare peek inside amazon's massive warehouse,0
52905,mathematical skill downplayed to get out of splitting check,1
396,county fair judges blown away by heifer,1
46672,moronic mailroom worker worked way down from ceo,1
29257,land before time vi released straight to landfill,1
42815,nation baffled by childless woman who doesn't even have high-powered career,1
26621,why taking a risk is a must for creativity,0
26597,"on this week's best-dressed list, gabrielle union pulls a hat trick",0
52331,gop preparing for contested convention,0
16472,"thomas piketty and fear of the ""full francais""",0
32208,custody battle sparks couple's first-ever interest in child,1
21220,these breathtakingly beautiful cakes are straight out of a dream,0
47402,report: average person spends 27% of lifetime in the way,1
20500,free-range chicken makes it to bolivia,1
20012,this 'brilliant' new technology could spell the demise of the flu shot,0
18332,cate blanchett brings her own unique glamour to the golden globes,0
46679,nation longing for simpler time of knowing exactly who they wanted to kill and why,1
33867,world health organization releases top 10 most fucked up causes of death,1
30003,dolby theatre hunchback stares longingly at beautiful guests from rafters,1
50784,roy moore refusing to withdraw from alabama 13-year-old,1
45515,baby found on doorstep moved to neighbor's doorstep,1
49820,the history of how salt and pepper became the world's most popular pairing,0
19024,roy moore under fire for new 'children are my future' ad campaign,1
36226,in detroit some things change; too much stays the same,0
12387,"disgruntled bolton shoots 17 un delegates, self",1
34962,china's aircraft carrier enters south china sea amid renewed tensions,0
26064,down the rabbit hole: a tale of suicide and macaroni,0
24071,report: bots now make up 22% of twitter executives,1
43123,friday's morning email: inside north korea's nuclear test,0
2956,u.s. couple who bared butts at thai temple have reportedly been released,0
3062,"yes, bud weisser was arrested for trespassing at budweiser brewery",0
33105,court just found black victim of white supremacist assault not guilty of... assault,0
13207,"'richie rich' comics introduces new, even gayer character",1
15948,details of dream house getting much less specific with each new place found in price range,1
50892,family watches in silence as dad checks out waitress,1
25261,nyc conservationists decry destruction of rat habitats,1
36621,pope francis spotted sunbathing nude in st. peter's square,1
18650,scandal's joe morton the subject of unsung hollywood season premiere,0
21493,loyal driveway patiently waiting for owner to return from work,1
12089,fda approves first artificial tumor,1
20453,"rick moranis to star in straight-to-video release honey, i shrunk some more shit",1
50041,college scorecard sandbags equity in higher education,0
22920,harris wittels wasn't scared to laugh,0
9565,"fun-loving, laid-back woman with a bit of a nerdy side joins online dating service",1
44022,chris christie's professed priorities,0
34890,california city elects dead man to office after bizarre campaign,0
51110,"supreme court legalizes gay marriage after landmark 193,000,000-115,000,000 decision",1
42094,knocked-out secret service agents wake to realize jimmy carter loose,1
4824,nancy pelosi demands the suspension of mike flynn over russia ties,0
30940,bush calls incumbency key issue of campaign,1
15957,are there 22 patriotic house republicans?,0
21053,poll: trump and clinton are both spectacularly unpopular candidates,0
37412,these 14 mannequin challenges will get you through election day anxiety,0
49707,growing 'fat-earther' movement believes planet 2.4 quintillion pounds overweight,1
34975,greed and resistance in sarawak's rainforest,0
29510,5 reasons your salon haircut turned out wrong,0
51809,grounded plane makes snow angel on tarmac,1
21078,acknowledging the past,0
45352,cold panic grips stacey abrams as trump begins delivering speech almost identical to one she wrote,1
19513,why these five numbers shouldn't limit your potential,0
15788,fbi can't bring themselves to bust guy torrenting every season of 'picket fences',1
40314,judge says scotus same-sex marriage ruling doesn't apply to puerto rico,0
44512,oscars line up five non-white presenters,0
49899,breaking: america's white population plummets to 2.7% after trump caves on immigration enforcement,1
20171,jews' covenant up for renewal with god,1
18516,for clean air and a safe climate future,0
53873,here's how older generations are ruining the workplace,0
39250,here are ways to express your feelings on trumpcare,0
18783,magazine runs article about louis c.k.,1
40639,area insurance salesman celebrates 14th year of quoting fletch,1
6540,remembering high school,0
4505,25 heartwarming holiday proposals that are worthy of a champagne toast,0
7709,man announces plan to take out anger on first less powerful person he sees,1
35491,luke bryan says confederate flag has become a 'symbol of racism',0
42385,defending journalism in the age of trump,0
23292,donald trump won't stop attacking paul ryan,0
40141,editors of '401 best soups' cookbook still fighting,1
37719,trump responds to supreme court abortion ruling,0
40662,why this muslim american civil rights lawyer decided to buy a handgun,0
19255,bob corker accuses wolf blitzer of 'having a great time' pressing him about tax bill vote,0
565,could hillary clinton have what it takes to defeat the democrats in 2008?,1
270,north carolina doesn't seem to want people to see police camera footage,0
19743,depressed groundhog sees shadow of rodent he once was,1
33650,terrible artist thinks latest piece really represents a culmination of everything he's been working toward all his life,1
36511,contact paper beautifies drawer interior,1
35708,australia to lay off leading scientist on sea levels,0
29370,find your rudder,0
12461,'game of thrones' season 3 opens with every character getting fingered while discussing arrival of winter,1
9199,fbi launches nationwide manhunt for new office manager,1
39495,school official: laquan mcdonald lived a disadvantaged life,0
35273,flight attendant quietly informs first class passengers where real emergency exits are,1
17895,"nasim nasr's zaeefeh (the wretchedness) and shadi (happiness), gagprojects adelaide/berlin at the 2015 art dubai",0
40162,5 things to watch for in tonight's gop debate,0
898,advertising firm unveils new mute-resistant commercials,1
31338,tennis instructor mentoring young player sees potential in parents' income,1
21842,british girl exotic enough,1
6713,fox news doctor: ben carson was right about guns and the holocaust,0
38661,are hackathons changing the way we do business?,0
16003,thursday's morning email: australia celebrates as parliament approves same-sex marriage,0
43325,"fourth-grade teacher receives dark portent of coming storm from gnarled, haggard third-grade teacher",1
53257,the wsj's long record of protecting polluters,0
42308,yet another donald trump pick has a habit of spreading dangerous conspiracy theories,0
40189,longing to finally visit the cuba of my dreams,0
6147,donald trump uses fbi email announcement to attack hillary clinton in new ad,0
6472,cherishing every moment is hard,0
24575,lauren graham just dropped a clue about those final 4 'gilmore girls' words,0
41018,deconstructing mr. damore's google diversity memo,0
39164,missouri democrats filibuster for 39 hours to stop anti-gay 'religious freedom' bill,0
30567,the writers workbench: solar chargers,0
54371,profiles in courage: sometimes it's the last place you think,0
29035,biden quietly asks obama to pick him up some of those real throwing stars from japan,1
22205,man who threatened to move to canada before election still here,1
25838,why the teacher walkouts sweeping the country are a feminist issue,0
1147,"emails show richard spencer bounced a $10,565 check for florida event",0
10918,controversial congressman touts iowa 'peasant hunt' with donald trump jr.,0
26054,enda: the nightmare scenario in which gopers push a bad bill that gay groups dropped,0
39078,"amazon warehouses stocked with 20,000 doctors in preparation for healthcare launch",1
32530,senate dems want to know more as trump nominees cash out at their old jobs,0
27474,suspected killer of little girl worked for police,0
11042,microbrewer trying to work dog into name of new seasonal beer,1
18069,donald trump is beating the drum of war,0
18058,gym teacher still remembers names of every former pantywaist,1
24775,mom brings home little plaque that says 'family',1
4549,"mr. obama, man up and talk to assad",0
51887,subway drops jared fogle as spokesperson,1
10476,scott walker does a number on his job numbers,0
37984,u.s. figure skating team makes history with record number of asian-americans,0
33624,when to fight with a kid and when to just give up,0
47007,monday's morning email: stormy daniels opens up about trump,0
20912,in defense of the promposal,0
55320,grandmother doesn't care for new priest,1
2891,president trump's iran deal message to north korea: do not trust washington,0
32522,"when it comes to health care, there are 2 americas, and these maps are proof",0
39805,psychiatrists deeply concerned for 5% of americans who approve of congress,1
43147,cdc study finds decrease in oral sex among teens when researchers are observing,1
9173,new excedrin 'lights out' kills you dead on the spot,1
20136,how big corporations buy access to the supreme court,0
10091,government squandering social security funds on cake,1
31843,georgia congressional candidate receives threatening package,0
46098,heroic turtle dials most of 911,1
11647,man with new generator hoping for power outage,1
50109,"report: holy shit, there still 50 minutes left in movie",1
16918,jeff bezos tables latest breakthrough cost-cutting idea after realizing it's just slaves,1
38841,the important reason why we need to embrace creativity,0
49917,verizon to bid $3 billion for yahoo's web assets: wsj,0
32599,daniel craig takes home pretty good actor award,1
7070,"rest in peace zeus, world's tallest pooch",0
5593,moderator explains that gop will have 2 minutes after every trump response to distance selves from candidate,1
40404,"'i think we still have a shot,' carly fiorina assures closest inkjet printer",1
5218,"'i'm going to hell for laughing at this meme,' says man going to hell for helping little sister get abortion",1
43045,elon musk insists he'd be much more innovative pedophile than thailand rescue worker,1
41468,woman dots her 'i's with cute round marks,1
13907,this gay couple shares the beautiful story of how their family formed,0
22352,weekly roundup of ebay vintage home finds,0
30320,nyc officials assure public most puddles of bodily fluid on streets not contaminated with ebola,1
31261,area man's favorite things all types of meat,1
31501,london opening ceremonies end with traditional lighting of olympic stadium,1
52641,ally sheedy knows you still think of her as an '80s basket case,0
49143,kamala harris assembles campaign staff of unpaid california prison laborers,1
28109,dad actually yelled at that guy,1
2067,unesco weighs in on debate over where jesus was baptized,0
42944,mystery painter turns vile anti-muslim graffiti into message of love,0
43958,church masses going wild over catchy new gregorian chant,1
2761,suburbanite saved from certain poisoning by brita filter,1
49470,"'there is beauty in decay,' says head of federal highway administration while surveying nation's crumbling roads",1
241,laurie hernandez and val chmerkovskiy are already our favorite 'dancing with the stars' couple,0
47630,police release footage of man who died after being pepper sprayed,0
18186,"what it's like to date an older man at 17, then marry him",0
28448,food insecurity and inactivity are driving the obesity epidemic,0
47156,garroting survivors call for wire ban,1
3388,paul ryan awaiting soulcycle instructor's approval before accepting speaker role,1
23583,why conservative catholics should chill about the pope,0
29634,why the new york times is naming names in national security stories,0
20139,freshman bares her soul to entire dorm floor in first week,1
8752,"un: civilians are being killed, wounded in record numbers in afghanistan",0
44500,activist artist dread scott on why we need a revolution,0
23712,governor pardons self for living,1
34171,tucker carlson challenges alexandria ocasio-cortez to a date,1
45153,uncaged black futures now,0
41936,"nation wishes area man were a creep, but, ugh, he's actually really fucking nice",1
55215,what happened after oprah made this single mom's wildest dreams come true,0
32287,barack obama's endorsement couldn't come at a better time for hillary clinton,0
16555,cosme: an invitation always accepted,0
1917,ethiopia to release all political prisoners in bid to foster reconciliation,0
45197,'chaotic' planets make the search for e.t. more complicated,0
12197,obama's foreign policy: continuity rather than contradictions,0
40679,how to grocery shop for lasting beauty,0
31921,carly fiorina promises to fight for whoever everyday americans are,1
50885,ikea australia's response to kanye west's collaboration request is absolutely perfect,0
48834,literary study finds all modern narratives derived from classic 'alien vs. predator' conflict,1
24108,sexual predator gets tenure,1
38086,north dakota not heard from in 48 hours,1
54971,more bodies found at mass grave in suspected thai trafficking camp,0
7379,children lost and found: the good lie premieres,0
2539,8 things the gop debate got wrong about abortion and planned parenthood,0
49924,"the prophet of ""jordan's mists""",0
26435,nation inspired by bravery of teen just wearing bikini right into mcdonald's,1
45102,"u.s. not planning to attack iran, says u.s. iran war czar",1
49928,khloe kardashian reportedly pregnant with tristan thompson's baby,0
34760,report: country that might shut down because president wants big wall somehow considered best in the world,1
8612,10 resolutions every woman should make in 2017,0
7147,"this labor day, let's boost opportunity in every zip code",0
37304,controversial christian faction believes jesus was nailed to two parallel pieces of wood,1
51652,frustration with husband taken out on soap scum,1
8691,voters face some confusion at polls in alabama special election,0
5690,police use exact right amount of force to subdue suspect,1
19273,failed attempt at hyperbole yields dead-on statistic,1
23697,"parents abandoned 2-year-old son to play 'pokemon go,' police say",0
3496,sexually transmitted zika highlights brazil's rampant inequality,0
26303,south african prison rape survivors speak out for the first time,0
46758,the fastest-shrinking cities in america,0
1874,new yorker releases cover it would have run if hillary clinton had won,0
14666,report: girlfriend probably reading some book called 'the midwife's promise',1
8274,sleepy baby elephant picks one awful napping spot,0
6582,newborn constantly terrorized by horrifying shapeless blobs,1
13925,did the restaurant owner actually say that to a rabbi?,0
34300,kendall jenner is 'wonder'-fully blonde in vogue,0
32763,the media: are they media-obsessed?,1
46103,"documentary review: 3 1/2 minutes, ten bullets",0
22438,clinton announces transition leadership should she win in november,0
16885,troop gradually withdraws,1
15970,inverted bob added to supercuts arctic vault where hairstyles preserved for future generations,1
11981,the constant conflict between feminism and nationalism,0
23069,60 women share their advice for surviving divorce after 60,0
53537,a sadder pride because of washington inaction,0
50822,ted cruz asks central park hansom cab driver how much it costs to whip horse for an hour,1
33087,"'you did the best you could,' says iron man action figure voiced by despondent toys 'r' us ceo packing up office",1
15309,the 7 stages of potty training,0
17631,texas sheriff cracks down on chicken-on-chicken violence,1
43530,19 amazing things you don't want to miss in the night sky in 2016,0
9236,proof that it pays to piss off sarah palin,0
23350,amsterdam tourist can't find 'kind bud' in phrasebook,1
47423,nasa's kepler spacecraft recovers from unexplained emergency mode,0
44055,the powerful new play breaking the silence about sexual violence,0
24182,update: 'the onion' apologizes for killing innocent boston man tom mahoney,1
3295,"in russiagate, keep your eye on pence",0
9417,trump eyes fracking mogul harold hamm as energy secretary: report,0
32409,novelty welcome mat lets party guests know they're in for some fun,1
9031,key senate race deeply divides men and women,0
43867,trump announces paris climate deal rejection in front of 16 running faucets,1
46896,amy krouse rosenthal's daughter continues her late mother's last project,0
25721,chuck e. cheese's pit boss tells floor attendant to keep an eye on guest winning big at skee-ball,1
18728,"mtv promotes, airs, condemns controversial new video",1
26687,readin' researchin' writin' and the tools to make it happen,0
14257,"only 12 of trump's 22,450 employees have given a substantial donation to his campaign",0
8577,the vietnam war is not history for victims of agent orange,0
49110,pop culture site powering through 4 weeks of sponsored posts for movie its film critic called 'contemptible trash',1
2644,prairie dog town rezoned for commercial use,1
54442,woman launches into 4-minute self-deprecating preamble before speaking mind,1
38237,"the 7 worst wine storage mistakes you can make, and how to fix them",0
45338,how to cook eggs to reduce your risk of salmonella,0
46441,swedish prosecutors drop julian assange rape investigation,0
53284,busboy who cradled a dying rfk is finally moving past his grief,0
47420,"my high school boyfriend, the con artist",0
36260,meatless monday: robin asbell gets juiced,0
44028,can tai chi and computer games treat your adhd?,0
44170,homemade dna test proves trump boys are at least one jar blood,1
39633,ariana grande issues 'donut fiasco' apology video that doesn't explain donut-licking,0
20983,who's a better liar: brian williams or pinocchio?,0
43225,panicking trump trying to recall recent affairs he's had after spotting baby balloon in london protest crowd,1
26524,area man fills important 'demand' role in economy,1
31545,is 'russiagate' collapsing as a political strategy?,0
25947,drunk ron weasley wishing harry potter 'happy birthday' is pure magic,0
3914,dear blue bear (you s.o.b),0
23162,mortician who inspired 'bernie' movie sent back to prison for widow's murder,0
10837,fanatically devoted nerd could potentially turn on simon pegg at any moment,1
37510,hillary clinton threatened by black man,1
13461,new swiss army phone may pose health risks,1
45806,"puerto ricans are americans, but that doesn't matter to the u.s.",0
26682,"american dream week a smashing, mostly uninvestigated success",0
23612,is the media selling or telling: how perception management works in israel's war on gaza,0
32932,professors try to figure out what 'bae' and 'on fleek' mean,0
35679,san bernardino shooting revives nsa surveillance debate,0
33333,mom decides enough time has passed to lose touch with paramedic who saved son's life,1
4836,the best far-flung hotels worth the trip,0
5020,it sure seems like paul manafort is misleading a federal judge so he can winter in florida,0
33959,madonna just held a surprise concert in nyc to support hillary clinton,0
14768,the 5 nba rookies you need to watch this season,0
7903,montana dems nominate a banjo player for special election -- and he might actually win,0
33233,'finding dory' just keeps swimming past the box office competition,0
24729,leading probability researchers confounded by three coworkers wearing same shirt color on same day,1
39580,what love is not: 11 truths i want my sons to know on valentine's day,0
17878,safety-conscious senior locks screen door,1
32847,jew-sponsored stock car booed off track,1
7954,california shooter killed wife the night before attacking elementary school,0
31225,25 times mariah carey proved she's one glamorous mom,0
24320,to wax or not to wax?,0
17806,pope loses keys to vatican city,1
5199,all the cheapest items on wedding registry already purchased,1
55208,"neighbor arriving home at same time offers brief, beguiling glimpse inside apartment",1
25883,populist candidate gaining support among underrepresented corporations,1
15380,buddhist monks buy lobsters destined for the dinner table and set them free,0
29818,saudi arabia sends assassins to dismember entire international community in effort to stifle dissent,1
47678,journalists who refuse to take the same non-answer for an answer,0
50603,priest cursed with incredible penis,1
14633,the one thing that makes steve aoki nervous,0
17135,"'if only sully had been flying those planes on 9/11,' grade-a idiot remarks",1
25907,"why i still love santa, even if he is getting all the credit for my hardwork",0
9360,israel builds new settlement to host palestinian peace talks,1
1958,fixin's added to food pyramid,1
1726,"man tries to kill spider with lighter, starts gas station blaze",0
3172,california moves to extend health insurance to undocumented immigrants,0
4852,"'god fucking dammit, you're a stupid fucking moron,' whispers woman who realizes she missed ice dancing",1
47314,report: nothing wrong with a good old-fashioned ham and cheese sandwich,1
10655,woman had no idea participating in 5k walk could be so unrewarding,1
16533,nhl team makes stirring gesture to honor paris terror victims,0
53805,arizona high schools to now teach spanish entirely in english,1
14566,new york post sportswriter claims he was fired for anti-trump tweet,0
35952,gated community under siege by savages,1
52531,now is the time for blame: alan kurdi and the myth of a 'generous' canada,0
52924,"years of living dangerously takes on climate denial, anti-science attacks on climate solutions",0
49997,office cheering on employee going for 32-minute nonstop work streak,1
36622,"fiorina and carson defend saudi government, which cites sharia law to execute 47 people",0
37936,hillary clinton hints at presidential ambitions by concealing information from american people,1
5276,"hpv rates are going way down for young women, study says",0
43434,world gets first-ever look inside greenspan fantasy ranch,1
33737,study finds dogs twitching in sleep are dreaming about tearing owners limb from limb,1
17737,this democratic congressman is adopting obama's overtime rules,0
445,"viral photo captures incredible moment between police officer, homeless man",0
49716,indian sweatshop worker has to work in the fucking dark now too,1
39223,historical archives: john jameson's miracle concoction,1
41049,christian bale given neutered male statuette named oscar,1
5555,north carolina tops gonzaga to win sixth ncaa title,0
20295,inside the senate's bipartisan move to gut post-crisis banking regulations,0
30746,what you should do if you own a volkswagen that was just recalled,0
18832,hundreds of cuban refugees clinging to air force one on flight back to u.s.,1
10482,how women and girls cope with getting their periods in refugee camps,0
40096,these 'bachelor' couples are still together,0
50598,how we fooled donald trump into retweeting benito mussolini,0
40511,"australia is responsible for immigrant children suffering in detention, un investigator says",0
33418,mit should do better,0
10231,"study finds only 1 in 3 lasik surgeries end in laser boring through eye, incinerating brain, shooting through skull on other side",1
47437,queer christians respond to jeff sessions' new 'license to discriminate',0
4337,"ebola, aids, and plague inc.",0
2436,study finds no logical reason why planes fly,1
12583,how three heroin-addicted sisters are getting sober,0
28767,fda launches food awareness month to get americans interested in eating,1
17419,the secret to building a successful business that won't destroy the planet,0
7142,saudi crown prince's unprecedented power grab could come to haunt him,0
10145,poet takes extra 5 minutes to vague up poem,1
55212,staffer investigating puddle of slime on floor looks up to discover coworker cocooned in bannon ooze,1
20001,don't rely on your fitness tracker to lose weight,0
46821,gop lawmaker matt gaetz slams haiti: 'sheet metal and garbage' everywhere you look,0
40879,hillary clinton on las vegas shooting: 'we must stand up to the nra',0
33905,beloved father and infrequent pornography user loses 3-year battle with cancer,1
19070,the nfl draft sleepers you can't afford not to know,0
19032,this donut-shaped pool table is homer simpson's dream come true,0
51644,"ryan to unveil policy agenda, starting with anti-poverty initiative",0
30503,u.s. to host foster country,1
26111,george w and ron paul,0
11446,'holy s**t!': airplane lands right in front of driver on ny highway,0
24066,the homemade chicken tenders recipe you can't mess up,0
14381,americans hopeful this will be last mass shooting before they stop on their own for no reason,1
